Docket_Number,Violation_Number,Issued_Date,Issuing_Department,Last_Hearing_Date,Property_Address,Violation_Type,EntityorPerson(s),Disposition_Description
18CP011783,P005603232,1/11/2018,POLICE,3/2/2018 9:00,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.,"PNC MORTGAGE, ",City non-suit
18CP011783,P005603233,1/11/2018,POLICE,3/2/2018 9:00,6510 S OAKLEY ,13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit
18CP011783,P005603303,1/11/2018,POLICE,3/2/2018 9:00,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.,"PNC MORTGAGE, ",City non-suit
18CP011783,P005603304,1/11/2018,POLICE,3/2/2018 9:00,6510 S OAKLEY ,13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit
18CP011783,P005603305,1/11/2018,POLICE,3/2/2018 9:00,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.,"PNC MORTGAGE, ",City non-suit
18CP011069,P005319114,1/9/2018,POLICE,3/2/2018 9:00,2930 W 38TH PL ,13-12-125  Duty to secure and maintain vacant building.,"TCF NATL BANK, ",City non-suit
18CP011069,P005319116,1/9/2018,POLICE,3/2/2018 9:00,2930 W 38TH PL ,13-12-125  Duty to secure and maintain vacant building.,"TCF NATL BANK, ",City non-suit
18CP011069,P005319118,1/9/2018,POLICE,3/2/2018 9:00,2930 W 38TH PL ,13-12-125  Duty to secure and maintain vacant building.,"TCF NATL BANK, ",City non-suit
18CP011070,P005319120,1/9/2018,POLICE,4/6/2018 9:00,3416 W 37TH PL ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",Respondent's motion to continue granted
18CP011070,P005319122,1/9/2018,POLICE,4/6/2018 9:00,3416 W 37TH PL ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",Respondent's motion to continue granted
18CP011070,P005319124,1/9/2018,POLICE,4/6/2018 9:00,3416 W 37TH PL ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",Respondent's motion to continue granted
18CP011070,P005319125,1/9/2018,POLICE,4/6/2018 9:00,3416 W 37TH PL ,13-12-140  Watchman required,"WELLS FARGO BANK, ",Respondent's motion to continue granted
18CP009707,P005321027,1/8/2018,POLICE,3/2/2018 9:00,4454 S WELLS ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit
18CP009707,P005321028,1/8/2018,POLICE,3/2/2018 9:00,4454 S WELLS ,13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit
18CP009707,P005321029,1/8/2018,POLICE,3/2/2018 9:00,4454 S WELLS ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit
18CP009707,P005321030,1/8/2018,POLICE,3/2/2018 9:00,4454 S WELLS ,13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit
18CP009707,P005321031,1/8/2018,POLICE,3/2/2018 9:00,4454 S WELLS ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit
18CP009707,P005321032,1/8/2018,POLICE,3/2/2018 9:00,4454 S WELLS ,13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit
18CP010086,P005386576,1/6/2018,POLICE,3/2/2018 9:00,6325 S JUSTINE ,13-12-140  Watchman required,"MIDFIRST BANK, ",Default - Liable by prove-up
18CP010086,P005387051,1/6/2018,POLICE,3/2/2018 9:00,6325 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",Default - Liable by prove-up
18CP010086,P005387052,1/6/2018,POLICE,3/2/2018 9:00,6325 S JUSTINE ,13-12-140  Watchman required,"MIDFIRST BANK, ",Default - Liable by prove-up
18CP010086,P005387053,1/6/2018,POLICE,3/2/2018 9:00,6325 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",Default - Liable by prove-up
18CP010086,P005387054,1/6/2018,POLICE,3/2/2018 9:00,6325 S JUSTINE ,13-12-140  Watchman required,"MIDFIRST BANK, ",Default - Liable by prove-up
18CP010086,P005387055,1/6/2018,POLICE,3/2/2018 9:00,6325 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",Default - Liable by prove-up
18CP009705,P005319078,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319078,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319078,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELL ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319078,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELLS ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319079,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319079,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319079,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELL ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319079,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELLS ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319080,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319080,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319080,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELL ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319080,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELLS ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319082,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319082,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319082,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELL ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319082,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELLS ST ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319083,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319083,1/4/2018,POLICE,3/2/2018 9:00,3449 S WELLS ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319083,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELL ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP009705,P005319083,1/4/2018,POLICE,3/2/2018 9:00,3949 S WELLS ST ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit
18CP010077,P005386570,1/4/2018,POLICE,3/2/2018 9:00,5546 S UNION ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit
18CP010077,P005386571,1/4/2018,POLICE,3/2/2018 9:00,5546 S UNION ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit
18CP010077,P005386573,1/4/2018,POLICE,3/2/2018 9:00,5546 S UNION ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit
18CP010077,P005386574,1/4/2018,POLICE,3/2/2018 9:00,5546 S UNION ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",City non-suit
18CP010077,P005386575,1/4/2018,POLICE,3/2/2018 9:00,5546 S UNION ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit
18CP010756,P005042046,1/3/2018,POLICE,3/2/2018 1:00,4210 W VAN BUREN ,13-12-140  Watchman required,"NATIONAL CITY BANK, ",City non-suit
18CP010756,P005201330,1/3/2018,POLICE,3/2/2018 1:00,4210 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.,"NATIONAL CITY BANK, ",City non-suit
18CP009000,P005320519,1/2/2018,POLICE,3/2/2018 9:00,5419 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
18CP009000,P005320523,1/2/2018,POLICE,3/2/2018 9:00,5419 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",City non-suit
18CP004050,P005606427,12/29/2017,POLICE,2/2/2018 9:00,6048 S CALIFORNIA ,13-12-125  Duty to secure and maintain vacant building.,"NATION STAR MORTGAGE LLC, ",City non-suit
18CP004050,P005606428,12/29/2017,POLICE,2/2/2018 9:00,6048 S CALIFORNIA ,13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit
18CP004050,P005606429,12/29/2017,POLICE,2/2/2018 9:00,6048 S CALIFORNIA ,13-12-125  Duty to secure and maintain vacant building.,"NATION STAR MORTGAGE LLC, ",City non-suit
18CP004050,P005606430,12/29/2017,POLICE,2/2/2018 9:00,6048 S CALIFORNIA ,13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit
18CP004050,P005606431,12/29/2017,POLICE,2/2/2018 9:00,6048 S CALIFORNIA ,13-12-125  Duty to secure and maintain vacant building.,"NATION STAR MORTGAGE LLC, ",City non-suit
18CP004050,P005606432,12/29/2017,POLICE,2/2/2018 9:00,6048 S CALIFORNIA ,13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit
18CP004053,P005605958,12/29/2017,POLICE,2/2/2018 9:00,6206 S FRANCISCO ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004053,P005605959,12/29/2017,POLICE,2/2/2018 9:00,6206 S FRANCISCO ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004053,P005605960,12/29/2017,POLICE,2/2/2018 9:00,6206 S FRANCISCO ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004053,P005606417,12/29/2017,POLICE,2/2/2018 9:00,6206 S FRANCISCO ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004053,P005606418,12/29/2017,POLICE,2/2/2018 9:00,6206 S FRANCISCO ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004053,P005606426,12/29/2017,POLICE,2/2/2018 9:00,6206 S FRANCISCO ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004055,P005605952,12/29/2017,POLICE,2/2/2018 9:00,6111 S KEELER ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK, ",Default - Liable by prove-up
18CP004055,P005605953,12/29/2017,POLICE,2/2/2018 9:00,6111 S KEELER ,13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up
18CP004055,P005605954,12/29/2017,POLICE,2/2/2018 9:00,6111 S KEELER ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK, ",Default - Liable by prove-up
18CP004055,P005605955,12/29/2017,POLICE,2/2/2018 9:00,6111 S KEELER ,13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up
18CP004055,P005605956,12/29/2017,POLICE,2/2/2018 9:00,6111 S KEELER ,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK, ",Default - Liable by prove-up
18CP004055,P005605957,12/29/2017,POLICE,2/2/2018 9:00,6111 S KEELER ,13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up
18CP004144,P005605946,12/29/2017,POLICE,2/2/2018 9:00,5743 S MELVINA ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
18CP004144,P005605947,12/29/2017,POLICE,2/2/2018 9:00,5743 S MELVINA ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
18CP004144,P005605948,12/29/2017,POLICE,2/2/2018 9:00,5743 S MELVINA ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
18CP004144,P005605949,12/29/2017,POLICE,2/2/2018 9:00,5743 S MELVINA ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
18CP004144,P005605950,12/29/2017,POLICE,2/2/2018 9:00,5743 S MELVINA ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit
18CP004144,P005605951,12/29/2017,POLICE,2/2/2018 9:00,5743 S MELVINA ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit
18CP009691,P005321005,12/29/2017,POLICE,3/2/2018 9:00,5022 S CARPENTER ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
18CP009691,P005321006,12/29/2017,POLICE,3/2/2018 9:00,5022 S CARPENTER ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
18CP009691,P005321008,12/29/2017,POLICE,3/2/2018 9:00,5022 S CARPENTER ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
18CP009691,P005321009,12/29/2017,POLICE,3/2/2018 9:00,5022 S CARPENTER ,13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit
18CP009691,P005321010,12/29/2017,POLICE,3/2/2018 9:00,5022 S CARPENTER ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit
18CP004178,P005597805,12/19/2017,POLICE,4/6/2018 1:00,902 N TRUMBULL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",Respondent's motion to continue granted
18CP004178,P005597806,12/19/2017,POLICE,4/6/2018 1:00,902 N TRUMBULL ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",Respondent's motion to continue granted
18CP004178,P005597807,12/19/2017,POLICE,4/6/2018 1:00,902 N TRUMBULL ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA NA, ",Respondent's motion to continue granted
18CP004178,P005597808,12/19/2017,POLICE,4/6/2018 1:00,902 N TRUMBULL ,13-12-140  Watchman required,"BANK OF AMERICA NA, ",Respondent's motion to continue granted
18CP004061,P005606447,12/18/2017,POLICE,4/6/2018 9:00,7326 S ALBANY ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
18CP004061,P005606448,12/18/2017,POLICE,4/6/2018 9:00,7326 S ALBANY ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
18CP004061,P005606449,12/18/2017,POLICE,4/6/2018 9:00,7326 S ALBANY ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
18CP004061,P005606450,12/18/2017,POLICE,4/6/2018 9:00,7326 S ALBANY ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
18CP004061,P005606451,12/18/2017,POLICE,4/6/2018 9:00,7326 S ALBANY ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
18CP004061,P005606452,12/18/2017,POLICE,4/6/2018 9:00,7326 S ALBANY ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up
18CP004650,P005228991,12/18/2017,POLICE,2/2/2018 9:00,5002 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.,"J P MORGAN CHASE BANK, ",City non-suit
18CP004650,P005228992,12/18/2017,POLICE,2/2/2018 9:00,5002 S MORGAN ,13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit
18CP004650,P005228996,12/18/2017,POLICE,2/2/2018 9:00,5002 S MORGAN ,13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit
18CP004048,P005605922,12/17/2017,POLICE,2/2/2018 9:00,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.,"PNC MORTGAGE, ",City non-suit
18CP004048,P005605923,12/17/2017,POLICE,2/2/2018 9:00,6510 S OAKLEY ,13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit
18CP004048,P005605924,12/17/2017,POLICE,2/2/2018 9:00,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.,"PNC MORTGAGE, ",City non-suit
18CP004048,P005605925,12/17/2017,POLICE,2/2/2018 9:00,6510 S OAKLEY ,13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit
18CP004048,P005605926,12/17/2017,POLICE,2/2/2018 9:00,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.,"PNC MORTGAGE, ",City non-suit
18CP004048,P005605927,12/17/2017,POLICE,2/2/2018 9:00,6510 S OAKLEY ,13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit
18CP004059,P005605898,12/17/2017,POLICE,2/2/2018 9:00,6211 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004059,P005605899,12/17/2017,POLICE,2/2/2018 9:00,6211 S ARTESIAN ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004059,P005605900,12/17/2017,POLICE,2/2/2018 9:00,6211 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004059,P005605901,12/17/2017,POLICE,2/2/2018 9:00,6211 S ARTESIAN ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004059,P005605902,12/17/2017,POLICE,2/2/2018 9:00,6211 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004059,P005605903,12/17/2017,POLICE,2/2/2018 9:00,6211 S ARTESIAN ,13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit
18CP004162,P005605886,12/12/2017,POLICE,4/6/2018 9:00,3544 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",Respondent's motion to continue granted
18CP004162,P005605887,12/12/2017,POLICE,4/6/2018 9:00,3544 W 62ND ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",Respondent's motion to continue granted
18CP004162,P005605888,12/12/2017,POLICE,4/6/2018 9:00,3544 W 62ND ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE INC, ",Respondent's motion to continue granted
18CP000290,P005269835,12/9/2017,POLICE,2/2/2018 11:00,9844 S THROOP ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
18CP000290,P005270091,12/9/2017,POLICE,2/2/2018 11:00,9844 S THROOP ,13-12-140  Watchman required,"US BANK, ",City non-suit
18CP000290,P005270094,12/9/2017,POLICE,2/2/2018 11:00,9844 S THROOP ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
18CP000290,P005270095,12/9/2017,POLICE,2/2/2018 11:00,9844 S THROOP ,13-12-140  Watchman required,"US BANK, ",City non-suit
18CP000290,P005270098,12/9/2017,POLICE,2/2/2018 11:00,9844 S THROOP ,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit
18CP000290,P005270099,12/9/2017,POLICE,2/2/2018 11:00,9844 S THROOP ,13-12-140  Watchman required,"US BANK, ",City non-suit
18CP000271,P005320372,12/8/2017,POLICE,2/2/2018 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
18CP000271,P005320373,12/8/2017,POLICE,2/2/2018 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
18CP000271,P005320374,12/8/2017,POLICE,2/2/2018 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
18CP000271,P005320375,12/8/2017,POLICE,2/2/2018 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
18CP000271,P005320376,12/8/2017,POLICE,2/2/2018 9:00,5211 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit
18CP000271,P005320377,12/8/2017,POLICE,2/2/2018 9:00,5211 S HERMITAGE ,13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit
18CP009699,P005276679,12/4/2017,POLICE,3/2/2018 9:00,2223 W 21ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276679,12/4/2017,POLICE,3/2/2018 9:00,2232 W 21ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276680,12/4/2017,POLICE,3/2/2018 9:00,2223 W 21ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276680,12/4/2017,POLICE,3/2/2018 9:00,2232 W 21ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276681,12/4/2017,POLICE,3/2/2018 9:00,2223 W 21ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276681,12/4/2017,POLICE,3/2/2018 9:00,2232 W 21ST ,13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276682,12/4/2017,POLICE,3/2/2018 9:00,2223 W 21ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276682,12/4/2017,POLICE,3/2/2018 9:00,2232 W 21ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276683,12/4/2017,POLICE,3/2/2018 9:00,2223 W 21ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
18CP009699,P005276683,12/4/2017,POLICE,3/2/2018 9:00,2232 W 21ST ,13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up
